id,name,code
medical_occupation_691,"Coordinador, bodega ",1215
medical_occupation_692,"Coordinador, rampa",1215
medical_occupation_693,"Supervisor, programadores - rutas y tripulaciones",1215
medical_occupation_694,"Supervisor, control de tráfico",1215
medical_occupation_695,"Supervisor, almacenamiento",1215
medical_occupation_696,"Supervisor, logística",1215
medical_occupation_697,"Supervisor, servicio de rampa - aeropuerto",1215
medical_occupation_698,Asistentes Administrativos,1221
medical_occupation_699,"Coordinador, servicios generales",1221
medical_occupation_700,"Coordinador, servicios administrativos",1221
medical_occupation_701,Asistente administrativo,1221
medical_occupation_702,"Asistente, servicios generales",1221
medical_occupation_703,"Asistente, planeación administrativa",1221
medical_occupation_704,Asistentes de Operaciones,1221
medical_occupation_705,Auditores de Servicio de Vigilancia ,1221
medical_occupation_706,Auxiliar Centro de Operaciones,1221
medical_occupation_707,Auxiliar de Investigación,1221
medical_occupation_708,Auxiliar ambientación,1221
medical_occupation_709,Auxiliar control de operaciones,1221
medical_occupation_710,Auxiliar de farmacia,1221
medical_occupation_711,Auxiliar p.o.p.,1221
medical_occupation_712,Administradores de Inmuebles,1222
medical_occupation_713,"Administrador, propiedad horizontal",1222
medical_occupation_714,"Administrador, conjunto residencial",1222
medical_occupation_715,"Administrador, bienes inmuebles",1222
medical_occupation_716,"Administrador, edificio",1222
medical_occupation_717,"Administrador, propiedades inmuebles",1222
medical_occupation_718,"Administrador, finca raíz",1222
medical_occupation_719,"Administrador, inmobiliaria",1222
medical_occupation_720,Asistentes de Personal y Selección,1223
medical_occupation_721,Asistente de personal,1223
medical_occupation_722,"Asistente, reclutamiento y selección",1223
medical_occupation_723,"Asistente, selección de personal",1223
medical_occupation_724,"Asistente, recursos humanos",1223
medical_occupation_725,"Asistente, capacitación",1223
medical_occupation_726,Asistentes de Compras y Adquisiciones,1224
medical_occupation_727,"Analista, compras",1224
medical_occupation_728,"Comprador, manufactura y procesamiento",1224
medical_occupation_729,"Asistente, compras ",1224
medical_occupation_730,"Asistente, compras y adquisiciones",1224
medical_occupation_731,"Asistente, compras - materiales",1224
medical_occupation_732,Asistentes de Juzgados Tribunales y Afines,1225
medical_occupation_733,"Oficial mayor, juzgado          ",1225
medical_occupation_734,Notificador ,1225
medical_occupation_735,"Secretario, juzgado          ",1225
medical_occupation_736,Sustanciador,1225
medical_occupation_737,"Funcionarios de Aduanas, Impuestos, Inmigración y Seguridad Social",1226
medical_occupation_738,"Inspector, seguridad social",1226
medical_occupation_739,"Inspector, administración pública",1226
medical_occupation_740,"Inspector, aduana",1226
medical_occupation_741,"Funcionario, recaudo impuestos",1226
medical_occupation_742,"Inspector, pasaportes",1226
medical_occupation_743,"Inspector, pensiones",1226
medical_occupation_744,"Inspector, salarios",1226
medical_occupation_745,"Funcionario, inmigración",1226
medical_occupation_746,"Inspector, hacienda",1226
medical_occupation_747,"Funcionario, aduana",1226
medical_occupation_748,"Inspector, fronteras",1226
medical_occupation_749,"Inspector, trabajo",1226
medical_occupation_750,Asistentes de Comercio Exterior,1227
medical_occupation_751,"Auxiliar, importaciones",1227
medical_occupation_752,"Auxiliar, comercio exterior",1227
medical_occupation_753,"Asistente, comercio exterior",1227
medical_occupation_754,"Asistente, exportaciones",1227
medical_occupation_755,"Auxiliar, exportaciones",1227
medical_occupation_756,"Asistente, importaciones",1227
medical_occupation_757,Organizadores de Eventos,1228
medical_occupation_758,"Coordinador, eventos",1228
medical_occupation_759,"Organizador, eventos",1228
medical_occupation_760,"Organizador, muestras comerciales",1228
medical_occupation_761,"Organizador, festival",1228
medical_occupation_762,"Coordinador, convención",1228
medical_occupation_763,Jefe Eventos,1228
medical_occupation_764,Asistentes Contables y Financieros,1231
medical_occupation_765,"Asistente, contabilidad",1231
medical_occupation_766,"Analista, contabilidad",1231
medical_occupation_767,"Analista, nómina",1231
medical_occupation_768,"Asistente, tesorería",1231
medical_occupation_769,"Asistente, presupuesto",1231
medical_occupation_770,"Asistente, financiero",1231
medical_occupation_771,"Asistente, costos ",1231
medical_occupation_772,Asistente de auditoria,1231
medical_occupation_773,"Analista, costos",1231
medical_occupation_774,"Asistente, cuentas",1231
medical_occupation_775,"Analista, cuentas",1231
medical_occupation_776,Analistas de Crédito y Cobranzas,
medical_occupation_777,"Analista, crédito y cobranzas",1232
medical_occupation_778,"Analista, crédito",1232
medical_occupation_779,"Analista, cartera",1232
medical_occupation_780,"Asistente, cartera",1232
medical_occupation_781,"Analista, hipotecas",1232
medical_occupation_782,"Técnico, análisis crédito",1232
medical_occupation_783,Avaluadores y Liquidadores de Seguros,1233
medical_occupation_784,"Liquidador, seguros",1233
medical_occupation_785,"Analista, seguros",1233
medical_occupation_786,"Analista, siniestros",1233
medical_occupation_787,Perito avaluador,1233
medical_occupation_788,"Avaluador, bienes",1233
medical_occupation_789,"Avaluador, negocios",1233
medical_occupation_790,"Avaluador, siniestros",1233
medical_occupation_791,"Analista, reaseguros",1233
medical_occupation_792,Agentes de Aduana,1234
medical_occupation_793,"Agente, aduana",1234
medical_occupation_794,"Agente, marítimo",1234
medical_occupation_795,"Agente, portuario",1234
medical_occupation_796,Aduanero ,1234
medical_occupation_797,"Agente, embarque",1234
medical_occupation_798,Secretarias,1311
medical_occupation_799,"Secretaria, auxiliar contable",1311
medical_occupation_800,Secretaria ,1311
medical_occupation_801,"Secretaria, médica",1311
medical_occupation_802,"Secretaria, bilingüe",1311
medical_occupation_803,"Secretaria, recepcionista",1311
medical_occupation_804,"Secretaria, general",1311
medical_occupation_805,"Secretaria, gerencia",1311
medical_occupation_806,"Secretaria, ejecutiva                     ",1311
medical_occupation_807,Auxiliares de Oficina,1312
medical_occupation_808,Mecanógrafa,1312
medical_occupation_809,"Auxiliar, oficina ",1312
medical_occupation_810,Oficinista ,1312
medical_occupation_811,Auxiliar de fotocopiado,1312
medical_occupation_812,Recepcionistas y Operadores de Conmutador,1313
medical_occupation_813,"Operador, conmutador",1313
medical_occupation_814,Auxiliar de recepción,1313
medical_occupation_815,"Empleado, recepción",1313
medical_occupation_816,"Recepcionista, consultorio médico",1313
medical_occupation_817,Recepcionista ,1313
medical_occupation_818,"Recepcionista, consultorio odontológico",1313
medical_occupation_819,Recepcionista-teleoperadora,1313
medical_occupation_820,Telerecepcionista ,1313
medical_occupation_821,Digitadores,1321
medical_occupation_822,"Operador de máquina, verificadora",1321
medical_occupation_823,"Digitador, contabilidad",1321
medical_occupation_824,Digitador ,1321
medical_occupation_825,Transcriptores y Relatores,1322
medical_occupation_826,Transcriptor ,1322
medical_occupation_827,Relator ,1322
medical_occupation_828,"Relator administrativo, actas",1322
medical_occupation_829,Auxiliares Contables,1331
medical_occupation_830,"Auxiliar, cuentas por cobrar",1331
medical_occupation_831,Auxiliar de contabilidad de costos,1331
medical_occupation_832,"Auxiliar, costos",1331
medical_occupation_833,"Auxiliar, facturación",1331
medical_occupation_834,Auxiliar de contabilidad cooperativa,1331
medical_occupation_835,"Auxiliar, cuentas por pagar",1331
medical_occupation_836,"Auxiliar, tesorería",1331
medical_occupation_837,Facturador,1331
medical_occupation_838,Auxiliar de contabilidad hotelera,1331
medical_occupation_839,Auxiliar de contabilidad hospitalaria,1331
medical_occupation_840,"Auxiliar, presupuesto",1331
medical_occupation_841,Auxiliar contable y financiero,1331
medical_occupation_842,"Auxiliar, contabilidad",1331
medical_occupation_843,"Auxiliar, facturación e.p.s.",1331
medical_occupation_844,Tenedor de libros,1331
medical_occupation_845,Cajeros de Servicios Financieros,1332
medical_occupation_846,"Cajero, cambio de moneda",1332
medical_occupation_847,"Cajero principal, servicios financieros",1332
medical_occupation_848,"Cajero, banca",1332
medical_occupation_849,"Cajero, servicios financieros",1332
medical_occupation_850,Cajero Universidades,1332
medical_occupation_851,Auxiliar Atención en Ventanilla,1353
medical_occupation_852,Auxiliar Atención Cliente,1353
medical_occupation_853,Auxiliar Procesos Operativos,1334
medical_occupation_854,Oficial Operativo,1332
medical_occupation_855,Oficial Bancario,1332
medical_occupation_856,"Auxiliares de Banca, Seguros y Otros Servicios Financieros",1333
medical_occupation_857,"Auxiliar, cuentas corrientes",1333
medical_occupation_858,"Auxiliar, giros y remesas",1333
medical_occupation_859,Auxiliar de ahorros,1333
medical_occupation_860,"Auxiliar, crédito",1333
medical_occupation_861,Auxiliar bancario,1333
medical_occupation_862,"Auxiliar, dividendos",1333
medical_occupation_863,"Informador comercial, banca",1333
medical_occupation_864,"Auxiliar, seguros",1333
medical_occupation_865,Auxiliares de Cartera y Cobranzas,1334
medical_occupation_866,Cobrador ,1334
medical_occupation_867,Cobrador-recaudador,1334
medical_occupation_868,"Auxiliar, cartera y cobranzas",1334
medical_occupation_869,"Agente, call center - cobranzas",1334
medical_occupation_870,Auxiliar de crédito y cobranzas,1334
medical_occupation_871,"Auxiliar, recaudos",1334
medical_occupation_872,"Auxiliar, cartera",1334
medical_occupation_873,"Auxiliar, cobranzas",1334
medical_occupation_874,Cobrador externo,1334
medical_occupation_875,Auxiliares de Nómina y Prestaciones,1334
medical_occupation_876,"Auxiliar, nómina",1334
medical_occupation_877,"Liquidador, nómina",1334
medical_occupation_878,"Auxiliar, nómina y prestaciones",1334
medical_occupation_879,"Asistente, nómina",1334
medical_occupation_880,Auxiliares Administrativos,1341
medical_occupation_881,"Auxiliar, aduana",1341
medical_occupation_882,"Auxiliar, licencias",1341
medical_occupation_883,Auxiliares de Personal,1342
medical_occupation_884,"Auxiliar, selección ",1342
medical_occupation_885,"Auxiliar, relaciones laborales",1342
medical_occupation_886,"Auxiliar, personal",1342
medical_occupation_887,"Auxiliar, recursos humanos ",1342
medical_occupation_888,Auxiliares de Tribunales,1343
medical_occupation_889,Escribiente ,1343
medical_occupation_890,"Auxiliar, tribunal ",1343
medical_occupation_891,Empleado judicial ,1343
medical_occupation_892,Auxiliares de Archivo y Registro,1344
medical_occupation_893,"Auxiliar, correspondencia",1344
medical_occupation_894,Auxiliar de radicación ,1344
medical_occupation_895,Auxiliar de admisiones,1344
medical_occupation_896,"Oficinista, clasificación y archivo",1344
medical_occupation_897,"Auxiliar, archivo",1344
medical_occupation_898,Dactiloscopista,1344
medical_occupation_899,"Auxiliar, registro y admisiones - salud",1344
medical_occupation_900,"Auxiliar, microfilmación",1344
medical_occupation_901,Auxiliares de Biblioteca,1345
medical_occupation_902,"Auxiliar, referencia - biblioteca",1345
medical_occupation_903,"Auxiliar, biblioteca ",1345
medical_occupation_904,Auxiliares de Publicación y Afines,1346
medical_occupation_905,"Auxiliar, avisos clasificados",1346
medical_occupation_906,"Corrector, pruebas de imprenta",1346
medical_occupation_907,"Auxiliar, publicaciones",1346
medical_occupation_908,"Auxiliar, edición",1346
medical_occupation_909,Auxiliares de Información y Servicio al Cliente,1353
medical_occupation_910,"Auxiliar, información",1353
medical_occupation_911,"Auxiliar, información turística",1353
medical_occupation_912,"Auxiliar, información hospitalaria",1353
medical_occupation_913,"Asistente, servicio al cliente",1353
medical_occupation_914,"Auxiliar, quejas y reclamos",1353
medical_occupation_915,"Auxiliar, servicio al cliente - comercio al por menor ",1353
medical_occupation_916,"Empleado, información y servicio al cliente",1353
medical_occupation_917,"Auxiliar, atención al cliente",1353
medical_occupation_918,"Auxiliar, servicio al cliente ",1353
medical_occupation_919,"Consultor, call center",1353
medical_occupation_920,Auxiliar de información y atención telefónica,1353
medical_occupation_921,Auxiliares de Estadísticas y Encuestadores,1354
medical_occupation_922,"Auxiliar, estadística hospitalaria",1354
medical_occupation_923,Encuestador ,1354
medical_occupation_924,Auxiliares de Correo y Servicio Postal,1361
medical_occupation_925,"Auxiliar, correos y servicio postal",1361
medical_occupation_926,"Auxiliar, correos",1361
medical_occupation_927,Auxiliares de Almacén y Bodega,1371
medical_occupation_928,"Auxiliar , almacén y bodega",1371
medical_occupation_929,"Auxiliar, despachos",1371
medical_occupation_930,"Auxiliar, almacén",1371
medical_occupation_931,"Auxiliar, materiales",1371
medical_occupation_932,"Auxiliar , recibo y despacho",1371
medical_occupation_933,"Auxiliar, producción",1371
medical_occupation_934,"Almacenista, suministros",1371
medical_occupation_935,"Almacenador, producto procesado",1371
medical_occupation_936,"Auxiliar, bodega",1371
medical_occupation_937,"Almacenador, producto terminado",1371
medical_occupation_938,"Almacenista, producción",1371
medical_occupation_939,"Almacenista, taller de repuestos",1371
medical_occupation_940,"Almacenista, insumos",1371
medical_occupation_941,"Auxiliar, entregas ",1371
medical_occupation_942,"Almacenista, obra",1371
medical_occupation_943,Auxiliares de Compras e Inventarios,1372
medical_occupation_944,"Auxiliar, control de inventarios",1372
medical_occupation_945,"Auxiliar, compras e inventarios",1372
medical_occupation_946,Kardixta ,1372
medical_occupation_947,Cotizador ,1372
medical_occupation_948,"Auxiliar, compras",1372
medical_occupation_949,"Auxiliar, inventarios",1372
medical_occupation_950,Operadores de Radio y Despachadores,1373
medical_occupation_951,"Operador de radio, navegación marítima",1373
medical_occupation_952,"Despachador, vehículos de emergencia",1373
medical_occupation_953,"Despachador, taxis",1373
medical_occupation_954,"Despachador, equipo de mantenimiento - empresas públicas",1373
medical_occupation_955,Operador de radio ,1373
medical_occupation_956,"Despachador, ambulancias",1373
medical_occupation_957,"Despachador, equipo móvil",1373
medical_occupation_958,"Operador de radio, navegación aérea",1373
medical_occupation_959,Programadores de Rutas y Tripulaciones,1374
medical_occupation_960,"Coordinador, transporte  escolar",1374
medical_occupation_961,"Despachador, transporte urbano",1374
medical_occupation_962,"Coordinador, rutas escolares",1374
medical_occupation_963,"Despachador, rutas - transporte terrestre ",1374
medical_occupation_964,"Programador, tripulación auxiliar de vuelo",1374
medical_occupation_965,"Programador, rutas",1374
medical_occupation_966,"Programador, trenes",1374
medical_occupation_967,"Programador, transporte de carga",1374
medical_occupation_968,"Programador, itinerarios",1374
medical_occupation_969,"Programador, transporte de pasajeros",1374
medical_occupation_970,"Programador, tripulación - transporte terrestre",1374
medical_occupation_971,Operadores Telefónicos,1375
medical_occupation_972,"Operador, central telefónica ",1375
medical_occupation_973,"Operador, larga distancia",1375
medical_occupation_974,"Operador, servicio telefónico",1375
medical_occupation_975,Telefonista ,1375
medical_occupation_976,Físicos y Astrónomos,2111
medical_occupation_977,"Físico, balística",2111
medical_occupation_978,Cristalógrafo ,2111
medical_occupation_979,"Físico, molecular",2111
medical_occupation_980,"Físico, mecánica",2111
medical_occupation_981,Biofísico ,2111
medical_occupation_982,"Físico, experimental",2111
medical_occupation_983,Físico ,2111
medical_occupation_984,"Físico, acústica",2111
medical_occupation_985,"Físico, estática",2111
medical_occupation_986,Astrofísico ,2111
medical_occupation_987,"Físico, física teórica",2111
medical_occupation_988,"Físico, aerodinámica",2111
medical_occupation_989,Astrónomo ,2111
medical_occupation_990,"Físico, termodinámica",2111
medical_occupation_991,"Científico investigador, física",2111
medical_occupation_992,"Físico, óptica",2111
medical_occupation_993,"Físico, estado sólido",2111
medical_occupation_994,"Físico, reología",2111
medical_occupation_995,"Biofísico, molecular",2111
medical_occupation_996,"Físico, electricidad y magnetismo",2111
medical_occupation_997,Químicos,2112
medical_occupation_998,"Coordinador, control de calidad - química farmacéutica",2112
medical_occupation_999,Bioquímico ,2112
medical_occupation_1000,Electroquímico ,2112
medical_occupation_1001,"Científico investigador, química ",2112
medical_occupation_1002,"Químico, polímeros",2112
medical_occupation_1003,"Químico, analítica",2112
medical_occupation_1004,Químico ,2112
medical_occupation_1005,"Químico, textiles",2112
medical_occupation_1006,"Químico, inorgánica ",2112
medical_occupation_1007,"Químico, petroquímica",2112
medical_occupation_1008,"Químico, forense",2112
medical_occupation_1009,"Químico, orgánica ",2112
medical_occupation_1010,"Químico, farmacéutica",2112
medical_occupation_1011,"Químico, alimentos ",2112
medical_occupation_1012,"Químico, medioambiente",2112
medical_occupation_1013,"Químico, farmacologías",2112
medical_occupation_1014,"Químico, física ",2112
medical_occupation_1015,"Químico, control de calidad ",2112
medical_occupation_1016,"Químico, industrial ",2112
medical_occupation_1017,"Químico, agricultura",2112
medical_occupation_1018,"Químico, plásticos y resinas",2112
medical_occupation_1019,"Geólogos, Geoquímicas y Geofísicos",2113
medical_occupation_1020,Hidrólogo ,2113
medical_occupation_1021,Geoquímico ,2113
medical_occupation_1022,Geomorfólogo ,2113
medical_occupation_1023,Mineralogista ,2113
medical_occupation_1024,Ingeniero geólogo,2113
medical_occupation_1025,Estratigrafista ,2113
medical_occupation_1026,Paleontólogo ,2113
medical_occupation_1027,Petrólogo ,2113
medical_occupation_1028,Geofísico ,2113
medical_occupation_1029,Oceanógrafo ,2113
medical_occupation_1030,Geólogo ,2113
medical_occupation_1031,Geomagneticista ,2113
medical_occupation_1032,"Geólogo, exploración",2113
medical_occupation_1033,"Geólogo, minería",2113
medical_occupation_1034,Sismólogo ,2113
medical_occupation_1035,Vulcanólogo ,2113
medical_occupation_1036,Meteorólogos,2114
medical_occupation_1037,Meteorólogo ,2114
medical_occupation_1038,"Físico, atmosférico",2114
medical_occupation_1039,Climatólogo ,2114
medical_occupation_1040,"Biólogos, Botánicos, Zoólogos y Relacionados",2121
medical_occupation_1041,Botánico ,2121
medical_occupation_1042,Farmacólogo ,2121
medical_occupation_1043,Ictiólogo ,2121
medical_occupation_1044,Parasitólogo ,2121
medical_occupation_1045,Ornitólogo ,2121
medical_occupation_1046,Inmunólogo ,2121
medical_occupation_1047,Bacteriólogo ,2121
medical_occupation_1048,"Bacteriólogo, alimentos",2121
medical_occupation_1049,"Bacteriólogo, farmacéutica",2121
medical_occupation_1050,Microbiólogo ,2121
medical_occupation_1051,Micólogo ,2121
medical_occupation_1052,Entomólogo ,2121
medical_occupation_1053,Histólogo ,2121
medical_occupation_1054,Anatomista ,2121
medical_occupation_1055,Embriólogo ,2121
medical_occupation_1056,Genetista ,2121
medical_occupation_1057,"Biólogo, molecular",2121
medical_occupation_1058,"Biólogo, medioambiente",2121
medical_occupation_1059,Fisiólogo ,2121
medical_occupation_1060,Hidrobiólogo ,2121
medical_occupation_1061,"Bacteriólogo, industrial",2121
medical_occupation_1062,Biólogo ,2121
medical_occupation_1063,"Analista, microbiología",2121
medical_occupation_1064,Mammalogista ,2121
medical_occupation_1065,Ecólogo ,2121
medical_occupation_1066,"Biólogo, marino",2121
medical_occupation_1067,Zoólogo ,2121
medical_occupation_1068,Toxicólogo ,2121
medical_occupation_1069,Taxonomista ,2121
medical_occupation_1070,Virólogo ,2121
medical_occupation_1071,Expertos Forestales ,2122
medical_occupation_1072,"Consultor, forestal",2122
medical_occupation_1073,Experto forestal,2122
medical_occupation_1074,Ingeniero forestal,2122
medical_occupation_1075,"Inspector, forestal",2122
medical_occupation_1076,Expertos Agrícolas y Pecuarios,2123
medical_occupation_1077,Extensionista agrícola,2123
medical_occupation_1078,"Consultor, agrícola",2123
medical_occupation_1079,"Consultor, agropecuario",2123
medical_occupation_1080,"Especialista, riego",2123
medical_occupation_1081,Agrónomo ,2123
medical_occupation_1082,Agrólogo ,2123
medical_occupation_1083,"Agrónomo, horticultura",2123
medical_occupation_1084,Edafólogo ,2123
medical_occupation_1085,"Agrónomo, floricultura",2123
medical_occupation_1086,Ingeniero  agrónomo,2123
medical_occupation_1087,Zootecnista ,2123
medical_occupation_1088,Ingenieros en Construcción y Obras Civiles,2131
medical_occupation_1089,"Ingeniero, construcción - administración de obras civiles",2131
medical_occupation_1090,"Ingeniero, obra",2131
medical_occupation_1091,"Ingeniero, construcción - túneles",2131
medical_occupation_1092,"Ingeniero, construcción - puentes",2131
medical_occupation_1093,"Ingeniero, construcción - obras civiles",2131
medical_occupation_1094,"Ingeniero, construcción - edificios ",2131
medical_occupation_1095,"Ingeniero civil, vías y aeropuertos",2131
medical_occupation_1096,"Ingeniero, interventor de obra - construcción",2131
medical_occupation_1097,"Ingeniero, recursos hídricos y gestión de acueductos",2131
medical_occupation_1098,"Ingeniero, cartografía",2131
medical_occupation_1099,"Ingeniero civil, transporte y vías",2131
medical_occupation_1100,"Ingeniero, suelos y estructuras ",2131
medical_occupation_1101,"Ingeniero civil, puertos",2131
medical_occupation_1102,"Ingeniero civil, manejo ambiental",2131
medical_occupation_1103,"Ingeniero civil, hidráulica",2131
medical_occupation_1104,"Ingeniero civil, construcción - estructuras metálicas",2131
medical_occupation_1105,"Ingeniero civil, cartografía",2131
medical_occupation_1106,Ingeniero civil,2131
medical_occupation_1107,"Ingeniero, residente",2131
medical_occupation_1108,"Ingeniero, proyectos - construcción civil",2131
medical_occupation_1109,"Interventor, obras civiles",2131
medical_occupation_1110,Ingenieros Mecánicos,2132
medical_occupation_1111,"Ingeniero mecánico, motores diesel",2132
medical_occupation_1112,Ingeniero mecánico,2132
medical_occupation_1113,"Ingeniero mecánico, aeromecánica",2132
medical_occupation_1114,"Ingeniero mecánico, automotriz",2132
medical_occupation_1115,"Ingeniero mecánico, diseño y construcción - maquinaria y herramientas industriales",2132
medical_occupation_1116,"Ingeniero mecánico, hidráulica",2132
medical_occupation_1117,"Ingeniero mecánico, instalaciones de gas",2132
medical_occupation_1118,"Ingeniero, matricería",2132
medical_occupation_1119,"Ingeniero, diseño mecánico ",2132
medical_occupation_1120,"Ingeniero, mantenimiento - maquinaria industrial",2132
medical_occupation_1121,"Ingeniero mecánico, térmica",2132
medical_occupation_1122,"Ingeniero mecánico, motores marinos",2132
medical_occupation_1123,"Ingeniero mecánico, metalmecánica",2132
medical_occupation_1124,"Ingeniero, acústica",2132
medical_occupation_1125,"Ingeniero, mantenimiento y operación - maquinaria de construcción",2132
medical_occupation_1126,"Ingeniero, soldadura",2132
medical_occupation_1127,"Ingeniero, refrigeración y aire acondicionado",2132
medical_occupation_1128,"Ingeniero, mantenimiento - aeronáutico",2132
medical_occupation_1129,"Ingeniero mecánico, recursos energéticos",2132
medical_occupation_1130,Ingenieros Electricistas,2133
medical_occupation_1131,"Ingeniero, electricidad industrial y de potencia",2133
medical_occupation_1132,Ingeniero electricista,2133
medical_occupation_1133,"Ingeniero electricista, diseño - instrumentación industrial",2133
medical_occupation_1134,"Ingeniero electricista, generación de energía eléctrica",2133
medical_occupation_1135,"Ingeniero electricista, iluminación",2133
medical_occupation_1136,"Ingeniero, diseño - instalaciones eléctricas",2133
medical_occupation_1137,"Ingeniero, distribución de energía eléctrica",2133
medical_occupation_1138,"Ingeniero, electromecánica",2133
medical_occupation_1139,Ingeniero eléctrico,2133
medical_occupation_1140,"Ingeniero, mantenimiento - eléctrico",2133
medical_occupation_1141,"Ingeniero electricista, instalación y mantenimiento - tendidos eléctricos",2133
medical_occupation_1142,Ingenieros Electrónicos y de Telecomunicaciones,
medical_occupation_1143,"Ingeniero electrónico, diseño - instrumentación industrial",
medical_occupation_1144,Ingeniero electrónico y de telecomunicaciones - militar,
medical_occupation_1145,Ingeniero electrónico y de comunicaciones,
medical_occupation_1146,Ingeniero electrónico,
medical_occupation_1147,"Ingeniero electrónico, automatización industrial",
medical_occupation_1148,"Ingeniero, electrónica digital",
medical_occupation_1149,"Ingeniero, mantenimiento - equipo biomédico",
medical_occupation_1150,"Ingeniero, mantenimiento - electrónico",
medical_occupation_1151,"Ingeniero, reparación y mantenimiento de computadores",
medical_occupation_1152,"Ingeniero, robótica",
medical_occupation_1153,"Ingeniero, electrónica y computación",
medical_occupation_1154,"Ingeniero, instrumentación y control - procesos industriales",
medical_occupation_1155,"Ingeniero, comunicaciones aeronáuticas",
medical_occupation_1156,"Ingeniero, sistemas de radio",
medical_occupation_1157,"Ingeniero, autotrónica",
medical_occupation_1158,"Ingeniero, telecomunicaciones",
medical_occupation_1159,"Ingeniero, sistemas de televisión",
medical_occupation_1160,Ingenieros Químicos,
medical_occupation_1161,"Ingeniero químico, medio ambiente",2135
medical_occupation_1162,"Ingeniero, petroquímica",
medical_occupation_1163,"Ingeniero químico, procesamiento",
medical_occupation_1164,"Ingeniero químico, plásticos",
medical_occupation_1165,"Ingeniero químico, producción",
medical_occupation_1166,"Ingeniero, procesos químicos industriales",
medical_occupation_1167,Ingeniero químico,
medical_occupation_1168,"Ingeniero químico, refinerías de petróleo",
medical_occupation_1169,"Ingeniero, bioquímica",
medical_occupation_1170,Ingenieros Industriales y de Fabricación,
medical_occupation_1171,"Ingeniero, seguridad industrial y ambiental",
medical_occupation_1172,"Ingeniero, seguridad e higiene ocupacional",
medical_occupation_1173,"Asistente, manufactura",
medical_occupation_1174,"Ingeniero, planta - producción",
medical_occupation_1175,"Ingeniero, organización y métodos",
medical_occupation_1176,"Ingeniero, procesos industriales",
medical_occupation_1177,"Ingeniero industrial, manufactura",
medical_occupation_1178,"Ingeniero, calidad",
medical_occupation_1179,"Analista, producción",
medical_occupation_1180,"Ingeniero, estudio de tiempos y movimientos",
medical_occupation_1181,Ingeniero industrial,
medical_occupation_1182,"Ingeniero, fabricación",
medical_occupation_1183,"Ingeniero industrial, logística de producción y distribución",
medical_occupation_1184,"Ingeniero industrial, control de producción",
medical_occupation_1185,"Ingeniero industrial, control de calidad ",
medical_occupation_1186,Ingenieros de Materiales y Metalurgia,
medical_occupation_1187,"Ingeniero, producción y afino de metales",
medical_occupation_1188,"Ingeniero, metalurgia",
medical_occupation_1189,"Ingeniero, siderurgia",
medical_occupation_1190,"Ingeniero, cerámica",
medical_occupation_1191,"Ingeniero, materiales",
medical_occupation_1192,"Ingeniero metalúrgico, tratamiento de metales",
medical_occupation_1193,"Ingeniero, fundición",
medical_occupation_1194,Ingenieros de Minas,
medical_occupation_1195,"Ingeniero, minería de cielo abierto",
medical_occupation_1196,Ingeniero minero,
medical_occupation_1197,"Ingeniero, minas - explotación ",
medical_occupation_1198,"Ingeniero, minas - minería aurífera aluvial",
medical_occupation_1199,"Ingeniero, minas",
medical_occupation_1200,"Ingeniero, minas - producción ",
medical_occupation_1201,"Ingeniero, minas - seguridad ",
medical_occupation_1202,"Ingeniero, minas - ventilación ",
medical_occupation_1203,"Ingeniero, minería bajo tierra",
medical_occupation_1204,"Ingeniero, planificación - minas",
medical_occupation_1205,Ingenieros de Petróleos,
medical_occupation_1206,"Ingeniero, petróleo ",
medical_occupation_1207,"Ingeniero, petróleo - perforación ",
medical_occupation_1208,"Ingeniero, petróleo - producción ",
medical_occupation_1209,"Ingeniero, producción - petróleo y gas",
medical_occupation_1210,"Ingeniero, perforación - petróleo y de gas",
medical_occupation_1211,"Ingenieros de Sistemas, Informática y Computación",
medical_occupation_1212,"Ingeniero, análisis y diseño de sistemas",
medical_occupation_1213,"Ingeniero, sistemas- programación ",
medical_occupation_1214,"Ingeniero, sistemas - redes y comunicación de datos",
medical_occupation_1215,"Ingeniero, sistemas - análisis y diseño",
medical_occupation_1216,Auditor de sistemas,
medical_occupation_1217,"Ingeniero, sistemas y computación",
medical_occupation_1218,"Ingeniero, sistemas e informática",
medical_occupation_1219,"Ingeniero, desarrollo software",
medical_occupation_1220,Ingeniero de sistemas ,
medical_occupation_1221,"Coordinador, proyecto, informático",
medical_occupation_1222,"Ingeniero, soporte - computación",
medical_occupation_1223,Otros Ingenieros ,
medical_occupation_1224,Ingeniero agroindustrial ,
medical_occupation_1225,"Ingeniero, saneamiento y desarrollo ambiental",
medical_occupation_1226,Ingeniero biomédico,
medical_occupation_1227,Ingeniero mecatrónico,
medical_occupation_1228,Ingeniero pesquero,
medical_occupation_1229,Ingeniero textil,
medical_occupation_1230,Ingeniero agrícola ,
medical_occupation_1231,Ingeniero naval,
medical_occupation_1232,"Ingeniero, recursos naturales y del medio ambiente",
medical_occupation_1233,"Ingeniero, ambiental y de saneamiento",
medical_occupation_1234,"Ingeniero, alimentos",
medical_occupation_1235,Ingeniero de vuelo Avión,
medical_occupation_1236,Ingeniero de vuelo helicóptero,
medical_occupation_1237,Arquitectos,
medical_occupation_1238,"Arquitecto, construcción industrial",
medical_occupation_1239,"Arquitecto, construcción residencial",
medical_occupation_1240,Arquitecto ,
